0.01,0.030416666666666668,0.050833333333333335,0.07125,0.09166666666666666,0.11208333333333333,0.1325,0.15291666666666667,0.17333333333333334,0.19375,0.21416666666666667,0.23458333333333334,0.255,0.27541666666666664,0.29583333333333334,0.31625000000000003,0.33666666666666667,0.3570833333333333,0.3775,0.3979166666666667,0.41833333333333333,0.43875,0.45916666666666667,0.47958333333333336,0.5
0.525118,0.500615,0.474212,0.49201399999999995,0.5037619999999999,0.492028,0.505317,0.50069,0.494085,0.492891,0.498377,0.503768,0.511091,0.50816,0.481437,0.470253,0.49749600000000005,0.500363,0.5063350000000001,0.49993699999999996,0.497761,0.49836499999999995,0.509904,0.500217,0.49291100000000004
0.49633700000000003,0.5216259999999999,0.496277,0.530008,0.515853,0.476051,0.5022570000000001,0.515842,0.534324,0.5298430000000001,0.511583,0.545948,0.516583,0.5271890000000001,0.559734,0.5394629999999999,0.55549,0.540408,0.5258339999999999,0.5082420000000001,0.532419,0.5336650000000001,0.506139,0.529641,0.530333
0.484185,0.5481769999999999,0.5404680000000001,0.542318,0.54414,0.560405,0.60056,0.577383,0.616747,0.615812,0.6209800000000001,0.604714,0.6169009999999999,0.644963,0.6423220000000001,0.65642,0.6605159999999999,0.6625209999999999,0.670929,0.649029,0.6644589999999999,0.6935200000000001,0.6883250000000001,0.66627,0.6939960000000001
0.514057,0.529333,0.570749,0.591361,0.629282,0.649362,0.6816879999999998,0.720045,0.7196099999999999,0.74783,0.7713329999999999,0.804181,0.803886,0.845959,0.8267019999999999,0.8578129999999999,0.854309,0.877772,0.872228,0.8815059999999999,0.890046,0.886369,0.891258,0.882066,0.8933879999999998
0.521624,0.588345,0.623976,0.6822429999999999,0.7332829999999999,0.785328,0.8346950000000001,0.8614550000000001,0.896726,0.9226700000000001,0.9343380000000001,0.9462510000000001,0.9642540000000002,0.97083,0.9750610000000001,0.9760280000000001,0.976646,0.981819,0.9858039999999999,0.9908790000000001,0.9891530000000001,0.989787,0.9890180000000001,0.990666,0.990819
0.533139,0.622709,0.712432,0.7801409999999999,0.8547509999999999,0.922265,0.949562,0.969743,0.983499,0.987236,0.993136,0.9944170000000001,0.9974689999999999,0.9953949999999999,0.9975299999999999,0.997651,0.997757,0.998541,0.998531,0.9974820000000001,0.998008,0.99805,0.998739,0.998395,0.9988680000000001
0.5557669999999999,0.682886,0.799854,0.894595,0.9524490000000001,0.9769230000000001,0.991571,0.994172,0.997892,0.9973040000000001,0.99717,0.998943,0.998029,0.998834,0.998878,0.998997,0.998996,0.999,0.999,0.998849,0.999,0.999,0.999,0.999,0.998966
0.5586139999999999,0.731427,0.890751,0.957479,0.986518,0.996143,0.997135,0.998445,0.998027,0.998998,0.999,0.998999,0.99802,0.999,0.999,0.998017,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999
0.599957,0.803005,0.9482870000000001,0.986893,0.994148,0.997173,0.998976,0.999,0.998937,0.999,0.999,0.998997,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999
0.6186860000000001,0.8772940000000001,0.9772040000000001,0.9952690000000001,0.998231,0.998008,0.999,0.999,0.999,0.998999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999
0.621268,0.9077409999999999,0.987202,0.998892,0.9973339999999999,0.998005,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.998,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999
0.637722,0.941808,0.995148,0.996459,0.997766,0.999,0.999,0.999,0.998747,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999
0.67702,0.9640280000000001,0.997014,0.9966590000000001,0.9979990000000001,0.999,0.99899,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999
0.686369,0.973844,0.996281,0.999,0.998076,0.998998,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999
0.7247170000000001,0.978742,0.996496,0.998362,0.99823,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999
0.715102,0.980806,0.99644,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999
0.719518,0.985215,0.9968480000000001,0.998247,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999
0.7451859999999999,0.983804,0.997488,0.998996,0.998683,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999
0.743082,0.984437,0.998967,0.999,0.998033,0.998999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999
0.7459749999999999,0.986464,0.997653,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999
0.747673,0.9802,0.996256,0.998158,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999
0.750425,0.9820709999999999,0.998012,0.998251,0.998007,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999
0.7442280000000001,0.982702,0.9977750000000001,0.999,0.998997,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999
0.7222459999999999,0.9769439999999999,0.997642,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999
0.72554,0.9750329999999999,0.996794,0.998998,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999
